taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order	host_major_clade	host_middle_clade	host_minor_clade
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_4987	Nannopterum_harrisi_4987	Nannopterum_harrisi_4987	Avihepadnavirus	NEVG01000158.1	93.617	152	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_4988	Nannopterum_harrisi_4988	Nannopterum_harrisi_4988	Avihepadnavirus	NEVG01000224.1	86.458	145	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_4989	Nannopterum_harrisi_4989	Nannopterum_harrisi_4989	Avihepadnavirus	NEVG01000457.1	93.684	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_4990	Nannopterum_harrisi_4990	Nannopterum_harrisi_4990	Avihepadnavirus	NEVG01000019.1	89.286	152	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_4992	Nannopterum_harrisi_4992	Nannopterum_harrisi_4992	Avihepadnavirus	NEVG01000106.1	85.417	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5001	Nannopterum_harrisi_5001	Nannopterum_harrisi_5001	Avihepadnavirus	NEVG01000121.1	89.583	121	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5003	Nannopterum_harrisi_5003	Nannopterum_harrisi_5003	Avihepadnavirus	NEVG01000018.1	91.667	129	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5005	Nannopterum_harrisi_5005	Nannopterum_harrisi_5005	Avihepadnavirus	NEVG01000073.1	85.417	134	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5009	Nannopterum_harrisi_5009	Nannopterum_harrisi_5009	Avihepadnavirus	NEVG01000012.1	88.636	129	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5010	Nannopterum_harrisi_5010	Nannopterum_harrisi_5010	Avihepadnavirus	NEVG01000224.1	86.458	145	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5017	Nannopterum_harrisi_5017	Nannopterum_harrisi_5017	Avihepadnavirus	NEVG01000063.1	88.542	163	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5363	Nannopterum_harrisi_5363	Nannopterum_harrisi_5363	Avihepadnavirus	NEVG01000092.1	91.667	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5364	Nannopterum_harrisi_5364	Nannopterum_harrisi_5364	Avihepadnavirus	NEVG01000012.1	88.421	171	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5365	Nannopterum_harrisi_5365	Nannopterum_harrisi_5365	Avihepadnavirus	NEVG01000633.1	91.667	178	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5366	Nannopterum_harrisi_5366	Nannopterum_harrisi_5366	Avihepadnavirus	NEVG01000633.1	92.708	180	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5367	Nannopterum_harrisi_5367	Nannopterum_harrisi_5367	Avihepadnavirus	NEVG01000253.1	92.632	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5368	Nannopterum_harrisi_5368	Nannopterum_harrisi_5368	Avihepadnavirus	NEVG01000340.1	86.458	166	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5369	Nannopterum_harrisi_5369	Nannopterum_harrisi_5369	Avihepadnavirus	NEVG01000121.1	90.526	144	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5370	Nannopterum_harrisi_5370	Nannopterum_harrisi_5370	Avihepadnavirus	NEVG01000387.1	87.5	140	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5371	Nannopterum_harrisi_5371	Nannopterum_harrisi_5371	Avihepadnavirus	NEVG01000221.1	93.75	152	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5372	Nannopterum_harrisi_5372	Nannopterum_harrisi_5372	Avihepadnavirus	NEVG01000156.1	92.708	139	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5373	Nannopterum_harrisi_5373	Nannopterum_harrisi_5373	Avihepadnavirus	NEVG01000402.1	88.421	134	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5374	Nannopterum_harrisi_5374	Nannopterum_harrisi_5374	Avihepadnavirus	NEVG01000130.1	89.583	172	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5375	Nannopterum_harrisi_5375	Nannopterum_harrisi_5375	Avihepadnavirus	NEVG01000023.1	92.708	176	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5376	Nannopterum_harrisi_5376	Nannopterum_harrisi_5376	Avihepadnavirus	NEVG01000485.1	89.583	177	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5377	Nannopterum_harrisi_5377	Nannopterum_harrisi_5377	Avihepadnavirus	NEVG01000033.1	83.333	153	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5378	Nannopterum_harrisi_5378	Nannopterum_harrisi_5378	Avihepadnavirus	NEVG01000616.1	89.583	169	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5379	Nannopterum_harrisi_5379	Nannopterum_harrisi_5379	Avihepadnavirus	NEVG01000342.1	91.489	150	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5380	Nannopterum_harrisi_5380	Nannopterum_harrisi_5380	Avihepadnavirus	NEVG01000187.1	87.5	146	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5381	Nannopterum_harrisi_5381	Nannopterum_harrisi_5381	Avihepadnavirus	NEVG01000023.1	93.75	177	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5382	Nannopterum_harrisi_5382	Nannopterum_harrisi_5382	Avihepadnavirus	NEVG01000156.1	91.667	178	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5383	Nannopterum_harrisi_5383	Nannopterum_harrisi_5383	Avihepadnavirus	NEVG01000130.1	89.583	174	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5384	Nannopterum_harrisi_5384	Nannopterum_harrisi_5384	Avihepadnavirus	NEVG01000633.1	92.708	139	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5385	Nannopterum_harrisi_5385	Nannopterum_harrisi_5385	Avihepadnavirus	NEVG01000063.1	89.474	150	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5386	Nannopterum_harrisi_5386	Nannopterum_harrisi_5386	Avihepadnavirus	NEVG01000452.1	90.526	130	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5387	Nannopterum_harrisi_5387	Nannopterum_harrisi_5387	Avihepadnavirus	NEVG01000130.1	89.583	174	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5388	Nannopterum_harrisi_5388	Nannopterum_harrisi_5388	Avihepadnavirus	NEVG01000221.1	92.632	148	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5389	Nannopterum_harrisi_5389	Nannopterum_harrisi_5389	Avihepadnavirus	NEVG01000457.1	91.579	147	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5390	Nannopterum_harrisi_5390	Nannopterum_harrisi_5390	Avihepadnavirus	NEVG01000070.1	86.458	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_5392	Nannopterum_harrisi_5392	Nannopterum_harrisi_5392	Avihepadnavirus	NEVG01000865.1	95.789	152	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_916	Nannopterum_harrisi_916	Nannopterum_harrisi_916	Avihepadnavirus	NEVG01000047.1	85.714	119	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Nannopterum_harrisi_917	Nannopterum_harrisi_917	Nannopterum_harrisi_917	Avihepadnavirus	NEVG01000047.1	85.714	119	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_1005	Phalacrocorax_carbo_1005	Phalacrocorax_carbo_1005	Avihepadnavirus	scaffold920	91.667	91	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_2795	Phalacrocorax_carbo_2795	Phalacrocorax_carbo_2795	Avihepadnavirus	scaffold4763	82.667	97	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_3593	Phalacrocorax_carbo_3593	Phalacrocorax_carbo_3593	Avihepadnavirus	scaffold6321	86.301	121	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4053	Phalacrocorax_carbo_4053	Phalacrocorax_carbo_4053	Avihepadnavirus	scaffold10400	87.356	145	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_420	Phalacrocorax_carbo_420	Phalacrocorax_carbo_420	Avihepadnavirus	scaffold21504	83.784	84	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_426	Phalacrocorax_carbo_426	Phalacrocorax_carbo_426	Avihepadnavirus	scaffold9913	81.25	88	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_441	Phalacrocorax_carbo_441	Phalacrocorax_carbo_441	Avihepadnavirus	scaffold2597	91.525	114	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_449	Phalacrocorax_carbo_449	Phalacrocorax_carbo_449	Avihepadnavirus	scaffold1857	94.915	116	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4589	Phalacrocorax_carbo_4589	Phalacrocorax_carbo_4589	Avihepadnavirus	scaffold23754	81.707	129	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4590	Phalacrocorax_carbo_4590	Phalacrocorax_carbo_4590	Avihepadnavirus	scaffold2378	86.957	163	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4592	Phalacrocorax_carbo_4592	Phalacrocorax_carbo_4592	Avihepadnavirus	scaffold33047	92.708	140	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4594	Phalacrocorax_carbo_4594	Phalacrocorax_carbo_4594	Avihepadnavirus	scaffold3941	86.076	113	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4596	Phalacrocorax_carbo_4596	Phalacrocorax_carbo_4596	Avihepadnavirus	scaffold34581	93.75	142	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4597	Phalacrocorax_carbo_4597	Phalacrocorax_carbo_4597	Avihepadnavirus	scaffold16932	86.458	171	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4602	Phalacrocorax_carbo_4602	Phalacrocorax_carbo_4602	Avihepadnavirus	scaffold2949	85.263	137	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4603	Phalacrocorax_carbo_4603	Phalacrocorax_carbo_4603	Avihepadnavirus	scaffold58022	88.75	118	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4605	Phalacrocorax_carbo_4605	Phalacrocorax_carbo_4605	Avihepadnavirus	scaffold14158	91.489	152	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4608	Phalacrocorax_carbo_4608	Phalacrocorax_carbo_4608	Avihepadnavirus	scaffold8605	90	120	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4610	Phalacrocorax_carbo_4610	Phalacrocorax_carbo_4610	Avihepadnavirus	scaffold33570	81.25	154	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4612	Phalacrocorax_carbo_4612	Phalacrocorax_carbo_4612	Avihepadnavirus	scaffold20432	87.5	142	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4615	Phalacrocorax_carbo_4615	Phalacrocorax_carbo_4615	Avihepadnavirus	scaffold20175	83.333	138	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4616	Phalacrocorax_carbo_4616	Phalacrocorax_carbo_4616	Avihepadnavirus	scaffold23034	92.708	141	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4618	Phalacrocorax_carbo_4618	Phalacrocorax_carbo_4618	Avihepadnavirus	scaffold29610	89.583	134	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4619	Phalacrocorax_carbo_4619	Phalacrocorax_carbo_4619	Avihepadnavirus	scaffold8716	86.458	124	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4621	Phalacrocorax_carbo_4621	Phalacrocorax_carbo_4621	Avihepadnavirus	scaffold7927	92.405	118	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_4624	Phalacrocorax_carbo_4624	Phalacrocorax_carbo_4624	Avihepadnavirus	scaffold9105	88.636	159	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5033	Phalacrocorax_carbo_5033	Phalacrocorax_carbo_5033	Avihepadnavirus	scaffold14538	89.744	114	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5035	Phalacrocorax_carbo_5035	Phalacrocorax_carbo_5035	Avihepadnavirus	scaffold27156	89.796	144	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5037	Phalacrocorax_carbo_5037	Phalacrocorax_carbo_5037	Avihepadnavirus	scaffold19015	88.095	148	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5041	Phalacrocorax_carbo_5041	Phalacrocorax_carbo_5041	Avihepadnavirus	scaffold31259	88.333	108	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5043	Phalacrocorax_carbo_5043	Phalacrocorax_carbo_5043	Avihepadnavirus	scaffold451	86.458	170	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5044	Phalacrocorax_carbo_5044	Phalacrocorax_carbo_5044	Avihepadnavirus	scaffold12026	90.426	116	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5045	Phalacrocorax_carbo_5045	Phalacrocorax_carbo_5045	Avihepadnavirus	scaffold2420	90.426	124	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5046	Phalacrocorax_carbo_5046	Phalacrocorax_carbo_5046	Avihepadnavirus	scaffold34026	87.368	167	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5413	Phalacrocorax_carbo_5413	Phalacrocorax_carbo_5413	Avihepadnavirus	scaffold3172	89.583	175	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5414	Phalacrocorax_carbo_5414	Phalacrocorax_carbo_5414	Avihepadnavirus	scaffold52389	86.458	159	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5415	Phalacrocorax_carbo_5415	Phalacrocorax_carbo_5415	Avihepadnavirus	scaffold12197	92.632	150	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5416	Phalacrocorax_carbo_5416	Phalacrocorax_carbo_5416	Avihepadnavirus	scaffold6878	87.5	165	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5417	Phalacrocorax_carbo_5417	Phalacrocorax_carbo_5417	Avihepadnavirus	scaffold28087	88.542	169	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5418	Phalacrocorax_carbo_5418	Phalacrocorax_carbo_5418	Avihepadnavirus	scaffold8271	88.542	173	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5420	Phalacrocorax_carbo_5420	Phalacrocorax_carbo_5420	Avihepadnavirus	scaffold9595	86.458	141	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5421	Phalacrocorax_carbo_5421	Phalacrocorax_carbo_5421	Avihepadnavirus	scaffold41102	87.5	166	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5422	Phalacrocorax_carbo_5422	Phalacrocorax_carbo_5422	Avihepadnavirus	scaffold7088	83.333	142	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5423	Phalacrocorax_carbo_5423	Phalacrocorax_carbo_5423	Avihepadnavirus	scaffold14725	87.5	170	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5424	Phalacrocorax_carbo_5424	Phalacrocorax_carbo_5424	Avihepadnavirus	scaffold53998	88.542	174	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5425	Phalacrocorax_carbo_5425	Phalacrocorax_carbo_5425	Avihepadnavirus	scaffold57863	91.667	175	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_5426	Phalacrocorax_carbo_5426	Phalacrocorax_carbo_5426	Avihepadnavirus	scaffold26701	90.625	149	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_carbo_987	Phalacrocorax_carbo_987	Phalacrocorax_carbo_987	Avihepadnavirus	scaffold24453	78.378	111	-	Phalacrocorax	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
