taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Strigops_habroptila_5519	Strigops_habroptila_5519	Strigops_habroptila_5519	Avihepadnavirus	RXXF01000787.1	51.601	239	Strigops_habroptila	Strigops	Strigopidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Strix_occidentalis_caurina_28084	Strix_occidentalis_caurina_28084	Strix_occidentalis_caurina_28084	Avihepadnavirus	NIFN01000390.1	48.636	345	Strix occidentalis caurina	Strix	Strigidae	Strigiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Sturnus_vulgaris_5521	Sturnus_vulgaris_5521	Sturnus_vulgaris_5521	Avihepadnavirus	gi|957814062|ref|NW_014650759.1|	60	195	Sturnus vulgaris	Sturnus	Sturnidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Tachycineta_bicolor_28086	Tachycineta_bicolor_28086	Tachycineta_bicolor_28086	Avihepadnavirus	VKGD01006983.1	72.973	214	Tachycineta bicolor	Tachycineta	Hirundinidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Taeniopygia_guttata_5526	Taeniopygia_guttata_5526	Taeniopygia_guttata_5526	Avihepadnavirus	chr1	72.727	148	Taeniopygia guttata	Taeniopygia	Estrildidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Tyto_alba_28096	Tyto_alba_28096	Tyto_alba_28096	Avihepadnavirus	scaffold12462	60.536	559	Tyto alba	Tyto	Tytonidae	Strigiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Uria_lomvia_28097	Uria_lomvia_28097	Uria_lomvia_28097	Avihepadnavirus	NOXD01000015.1	87.66	422	Uria lomvia	Uria	Alcidae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Urile_pelagicus_27481	Urile_pelagicus_27481	Urile_pelagicus_27481	Avihepadnavirus	NFMD01000674.1	63.158	225	Urile pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Zonotrichia_albicollis_5565	Zonotrichia_albicollis_5565	Zonotrichia_albicollis_5565	Avihepadnavirus	gi|538542698|ref|NW_005081545.1|	36.702	155	Zonotrichia albicollis	Zonotrichia	Passerellidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/Zosterops_lateralis_28100	Zosterops_lateralis_28100	Zosterops_lateralis_28100	Avihepadnavirus	LAII01000013.1	49.589	294	Zosterops lateralis	Zosterops	Zosteropidae	Passeriformes
