id	locus_id	full_name	virus_family	genus	clade	host_sci_name	Class	Superorder	Order	Family	Genus	assigned_name	assigned_gene	bitscore	identity	target_version	target_name	scaffold	extract_start	extract_end	sequence_length	orientation
Setophaga_MDLI01000071_1398524	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Setophaga_coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	Fossil-Avihepadna1	consensus-genome	176	49.296	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	MDLI01000071.1	1398524	1399126	603	positive
Setophaga_MDLI01000090_2520519	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Setophaga_coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	Rosss-goose-hepatitis-B-virus	polymerase	72	65.957	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	MDLI01000090.1	2520519	2520662	144	positive
Setophaga_MDLI01000204_407739	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Setophaga_coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	Rosss-goose-hepatitis-B-virus	polymerase	78.6	57.377	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	MDLI01000204.1	407739	407927	189	negative
Setophaga_MDLI01000263_365909	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Setophaga_coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	Heron-hepatitis-B-virus	polymerase	85.9	64.407	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	MDLI01000263.1	365909	366337	429	positive
Setophaga_MDLI01000283_462331	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Setophaga_coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	Rosss-goose-hepatitis-B-virus	polymerase	99	50.538	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	MDLI01000283.1	462331	462603	273	negative
Setophaga_MDLI01000805_11462	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Setophaga_coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	Snow-goose-hepatitis-B-virus	pol	109	58.333	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	MDLI01000805.1	11462	11746	285	negative
Junco_QZWM01000444_807	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Snow-goose-hepatitis-B-virus	pol	65.5	61.538	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01000444.1	807	974	168	negative
Junco_QZWM01000957_3658343	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Rosss-goose-hepatitis-B-virus	precore-core-protein	97.1	51.685	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01000957.1	3658343	3658609	267	positive
Junco_QZWM01000963_47395321	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Fossil-Avihepadna1	consensus-genome	189	68.148	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01000963.1	47395321	47396336	1016	positive
Junco_QZWM01001043_13837193	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Heron-hepatitis-B-virus	polymerase	184	60	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01001043.1	13837193	13837738	546	negative
Junco_QZWM01002192_28906626	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Snow-goose-hepatitis-B-virus	pol	65.5	63.83	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01002192.1	28906626	28906769	144	positive
Junco_QZWM01003291_2906283	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Rosss-goose-hepatitis-B-virus	polymerase	66.2	64.444	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01003291.1	2906283	2906420	138	negative
Junco_QZWM01003579_176	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Snow-goose-hepatitis-B-virus	pol	74.3	49.438	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01003579.1	176	445	270	negative
Junco_QZWM01003774_1517	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Snow-goose-hepatitis-B-virus	pol	66.2	56.897	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01003774.1	1517	1690	174	positive
Junco_QZWM01004448_3045941	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Junco_hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco	Rosss-goose-hepatitis-B-virus	polymerase	84.3	58.571	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01004448.1	3045941	3046153	213	positive
Zonotrichia_NW_005087272_86	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	82	56.41	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538525568|ref|NW_005087272.1|	86	319	234	positive
Zonotrichia_NW_005085254_961	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	63.2	46.835	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538531274|ref|NW_005085254.1|	961	1320	360	negative
Zonotrichia_NW_005082406_2571	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	72	52.055	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538539509|ref|NW_005082406.1|	2571	2789	219	positive
Zonotrichia_NW_005082356_6103	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	74.3	52.055	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538539660|ref|NW_005082356.1|	6103	6321	219	negative
Zonotrichia_NW_005082144_196	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	105	51.818	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538540293|ref|NW_005082144.1|	196	525	330	positive
Zonotrichia_NW_005082064_48304	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	52.4	60.976	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538540527|ref|NW_005082064.1|	48304	48438	135	positive
Zonotrichia_NW_005081943_119992	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Rosss-goose-hepatitis-B-virus	precore-core-protein	97.8	51.685	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538540917|ref|NW_005081943.1|	119992	120258	267	negative
Zonotrichia_NW_005081857_294559	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Rosss-goose-hepatitis-B-virus	polymerase	68.6	57.407	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538541228|ref|NW_005081857.1|	294559	294723	165	negative
Zonotrichia_NW_005081846_64529	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	69.3	51.389	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538541269|ref|NW_005081846.1|	64529	64744	216	negative
Zonotrichia_NW_005081798_212557	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	S	72.8	70.175	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538541453|ref|NW_005081798.1|	212557	212814	174	negative
Zonotrichia_NW_005081749_417815	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Rosss-goose-hepatitis-B-virus	polymerase	83.6	52.439	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538541651|ref|NW_005081749.1|	417815	418057	243	negative
Zonotrichia_NW_005081684_1042028	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	65.9	61.702	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538541919|ref|NW_005081684.1|	1042028	1042171	144	positive
Zonotrichia_NW_005081669_257020	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	90.5	53.409	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538541992|ref|NW_005081669.1|	257020	257289	270	positive
Zonotrichia_NW_005081651_2098550	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	47.8	53.488	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538542095|ref|NW_005081651.1|	2098550	2098672	123	positive
Zonotrichia_NW_005081630_2734672	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	62	50	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538542192|ref|NW_005081630.1|	2734672	2734863	192	positive
Zonotrichia_NW_005081593_3021190	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	72	52.055	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538542427|ref|NW_005081593.1|	3021190	3021408	219	negative
Zonotrichia_NW_005081547_2578844	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Sheldgoose-hepatitis-B-virus	pol	209	61.31	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538542673|ref|NW_005081547.1|	2578844	2581388	2545	negative
Zonotrichia_NW_005081545_1305587	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Snow-goose-hepatitis-B-virus	pol	76.3	54.795	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538542698|ref|NW_005081545.1|	1305587	1305805	219	negative
Zonotrichia_NW_005081545_6511698	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Zonotrichia_albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	Fossil-Avihepadna1	consensus-genome	125	40.376	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538542698|ref|NW_005081545.1|	6511698	6512297	600	negative
Passer_CM004528_38508550	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Fossil-Avihepadna1	consensus-genome	222	69.427	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004528.1	38508550	38509020	471	negative
Passer_CM004529_55907339	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Rosss-goose-hepatitis-B-virus	polymerase	446	42.367	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004529.1	55907339	55909480	2142	positive
Passer_CM004533_34553372	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Snow-goose-hepatitis-B-virus	pol	59.7	55.556	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004533.1	34553372	34553506	135	positive
Passer_CM004535_8032876	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Rosss-goose-hepatitis-B-virus	polymerase	64.3	67.5	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004535.1	8032876	8033019	144	positive
Passer_CM004539_1964901	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Rosss-goose-hepatitis-B-virus	polymerase	88.2	48.193	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004539.1	1964901	1965304	404	negative
Passer_CM004546_14211273	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Snow-goose-hepatitis-B-virus	pol	176	55.495	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004546.1	14211273	14211809	537	negative
Passer_CM004550_2349642	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Heron-hepatitis-B-virus	core	100	52.381	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004550.1	2349642	2349896	255	negative
Passer_CM004554_2326483	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Heron-hepatitis-B-virus	polymerase	151	50	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004554.1	2326483	2326872	390	positive
Eopsaltria_QKXG01011186_477289	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Eopsaltria_australis	Aves	Neognathae	Passeriformes	Petroicidae	Eopsaltria	Fossil-Avihepadna1	consensus-genome	384	44.3	eyr_v1	GCA_003426825.1_eyr_v1_genomic.fna	QKXG01011186.1	477289	479327	2039	negative
Phylloscopus_LXOY01076276_9869	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phylloscopus_plumbeitarsus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus	Fossil-Avihepadna1	consensus-genome	197	70.27	GWplu1.0	GCA_001655115.1_GWplu1.0_genomic.fna	LXOY01076276.1	9869	10667	799	positive
Phylloscopus_LXOY01125723_277	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phylloscopus_plumbeitarsus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus	Sheldgoose-hepatitis-B-virus	pol	384	37.303	GWplu1.0	GCA_001655115.1_GWplu1.0_genomic.fna	LXOY01125723.1	277	2244	1968	positive
Phylloscopus_LXOY01295131_56	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phylloscopus_plumbeitarsus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus	Fossil-Avihepadna1	consensus-genome	62.8	67.442	GWplu1.0	GCA_001655115.1_GWplu1.0_genomic.fna	LXOY01295131.1	56	301	246	negative
Phylloscopus_LXPA01011829_36711	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phylloscopus_trochiloides_viridanus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus	Fossil-Avihepadna1	consensus-genome	196	69.595	GWvir1.0	GCA_001655095.1_GWvir1.0_genomic.fna	LXPA01011829.1	36711	37515	805	positive
Phylloscopus_LXPA01034230_10775	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phylloscopus_trochiloides_viridanus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus	Sheldgoose-hepatitis-B-virus	pol	307	40.864	GWvir1.0	GCA_001655095.1_GWvir1.0_genomic.fna	LXPA01034230.1	10775	12847	2073	positive
Corapipo_NW_020884872_69470355	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Corapipo_altera	Aves	Neognathae	Passeriformes	Pipridae	Corapipo	Fossil-Avihepadna1	consensus-genome	197	62.791	ASM394572v1	GCF_003945725.1_ASM394572v1_genomic.fna	NW_020884872.1	69470355	69471268	914	negative
Lepidothrix_KV388162_2224481	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Lepidothrix_coronata	Aves	Neognathae	Passeriformes	Pipridae	Lepidothrix	Fossil-Avihepadna1	consensus-genome	287	51.194	1	GCA_001604755.1_Lepidothrix_coronata-1.0_genomic.fa	KV388162.1	2224481	2226863	2383	positive
Lepidothrix_KV388216_668538	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Lepidothrix_coronata	Aves	Neognathae	Passeriformes	Pipridae	Lepidothrix	Sheldgoose-hepatitis-B-virus	core	84.7	48.235	1	GCA_001604755.1_Lepidothrix_coronata-1.0_genomic.fa	KV388216.1	668538	668792	255	negative
Manacus_scaffold129_3915874	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Manacus_vitellinus	Aves	Neognathae	Passeriformes	Pipridae	Manacus	Sheldgoose-hepatitis-B-virus	core	80.1	66.038	28/10/2011	Manacus_vitellinus.scaf.noBacterial.fa	scaffold129	3915874	3916038	165	positive
Manacus_scaffold21_246217	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Manacus_vitellinus	Aves	Neognathae	Passeriformes	Pipridae	Manacus	Fossil-Avihepadna1	consensus-genome	251	81.773	28/10/2011	Manacus_vitellinus.scaf.noBacterial.fa	scaffold21	246217	248170	1954	positive
Manacus_scaffold406_1297512	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Manacus_vitellinus	Aves	Neognathae	Passeriformes	Pipridae	Manacus	Snow-goose-hepatitis-B-virus	pol	61.6	51.786	28/10/2011	Manacus_vitellinus.scaf.noBacterial.fa	scaffold406	1297512	1297682	171	positive
Pipra_NW_020893988_609077	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Pipra_filicauda	Aves	Neognathae	Passeriformes	Pipridae	Pipra	Sheldgoose-hepatitis-B-virus	core	76.6	66.667	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	NW_020893988.1	609077	609241	165	negative
Pipra_NW_020895070_175482	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Pipra_filicauda	Aves	Neognathae	Passeriformes	Pipridae	Pipra	Fossil-Avihepadna1	consensus-genome	213	64.535	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	NW_020895070.1	175482	176395	914	positive
Acridotheres_PEJO01000017_296102	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Acridotheres_javanicus	Aves	Neognathae	Passeriformes	Sturnidae	Acridotheres	Fossil-Avihepadna1	consensus-genome	334	61.034	ASM284967v1	GCA_002849675.1_ASM284967v1_genomic.fna	PEJO01000017.1	296102	297142	1041	positive
Sturnus_NW_014650759_675658	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Sturnus_vulgaris	Aves	Neognathae	Passeriformes	Sturnidae	Sturnus	Fossil-Avihepadna1	consensus-genome	178	57.143	GCA_001447265.1	9172_ref_Sturnus_vulgaris-1.0_chrUn.fa	gi|957814062|ref|NW_014650759.1|	675658	676403	746	negative
Geospiza_JH739901_10609554	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Heron-hepatitis-B-virus	polymerase	226	40.407	goldenpath_geoFor1	geoFor1.fa_1.fa	JH739901	10609554	10611907	2354	negative
Geospiza_JH739935_5019075	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Rosss-goose-hepatitis-B-virus	polymerase	68.6	63.83	goldenpath_geoFor1	geoFor1.fa_2.fa	JH739935	5019075	5019218	144	positive
Geospiza_JH739974_1976712	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Rosss-goose-hepatitis-B-virus	polymerase	78.2	36.508	goldenpath_geoFor1	geoFor1.fa_2.fa	JH739974	1976712	1977759	1048	positive
Geospiza_JH739977_1365130	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Snow-goose-hepatitis-B-virus	pol	85.9	66.102	goldenpath_geoFor1	geoFor1.fa_2.fa	JH739977	1365130	1365306	177	positive
Geospiza_JH740002_2041120	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Fossil-Avihepadna1	consensus-genome	276	56.494	goldenpath_geoFor1	geoFor1.fa_2.fa	JH740002	2041120	2042139	1020	negative
Geospiza_JH740062_860711	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Snow-goose-hepatitis-B-virus	pol	67.4	52.381	goldenpath_geoFor1	geoFor1.fa_2.fa	JH740062	860711	860902	192	positive
Geospiza_JH740071_210977	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Snow-goose-hepatitis-B-virus	pol	157	55.556	goldenpath_geoFor1	geoFor1.fa_2.fa	JH740071	210977	211474	498	positive
Geospiza_JH740100_339641	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Rosss-goose-hepatitis-B-virus	precore-core-protein	92.4	50.617	goldenpath_geoFor1	geoFor1.fa_2.fa	JH740100	339641	339928	288	negative
Geospiza_JH740105_102764	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Snow-goose-hepatitis-B-virus	pol	51.2	55.263	goldenpath_geoFor1	geoFor1.fa_2.fa	JH740105	102764	102877	114	negative
Geospiza_JH740170_171693	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Rosss-goose-hepatitis-B-virus	polymerase	142	54.167	goldenpath_geoFor1	geoFor1.fa_2.fa	JH740170	171693	172067	375	positive
