record_ID	organism	id	locus_id	assigned_name	virus_family	virus_genus	virus_clade	locus_numeric_id	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_class	host_superorder	major_clade	middle_clade	minor_clade	host_order	host_family	host_genus
4951	Melopsittacus_undulatus	Melopsittacus_undulatus_4951	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556595	12033596	12034422	827	eHBV-Avi.26-Psittaciformes	polymerase	+	281	67.265	10	99	1	221	4	669	223	3	70	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus
4134	Psittacula_krameri	Psittacula_krameri_4134	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01001103.1	370563	371226	664	eHBV-Avi.26-Psittaciformes	polymerase	+	207	75.182	2	70	60	195	254	664	137	1	33	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
2317	Psittacula_krameri	Psittacula_krameri_2317	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000158.1	1187475	1187675	201	eHBV-Avi.26-Psittaciformes	polymerase	-	87	78.182	1	25	1	54	1	165	55	1	11	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
2318	Psittacula_krameri	Psittacula_krameri_2318	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000600.1	141491	141706	216	eHBV-Avi.26-Psittaciformes	polymerase	-	87	66.197	1	25	1	70	4	216	71	1	23	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
5100	Psittacula_krameri	Psittacula_krameri_5100	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000912.1	406609	407289	681	eHBV-Avi.26-Psittaciformes	polymerase	-	287	67.265	1	101	1	221	4	672	223	2	71	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
5097	Psittacula_krameri	Psittacula_krameri_5097	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000077.1	1147687	1147926	240	eHBV-Avi.26-Psittaciformes	polymerase	+	120	81.944	3	38	144	215	1	216	72	0	13	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
5095	Psittacula_krameri	Psittacula_krameri_5095	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000892.1	355935	356144	210	eHBV-Avi.26-Psittaciformes	polymerase	+	97	64.865	1	29	135	208	1	210	74	1	22	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
5096	Psittacula_krameri	Psittacula_krameri_5096	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01153894.1	93	332	240	eHBV-Avi.26-Psittaciformes	polymerase	+	120	81.944	3	38	144	215	1	216	72	0	13	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
4717	Psittacula_krameri	Psittacula_krameri_4717	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000601.1	247018	247503	486	eHBV-Avi.26-Psittaciformes	polymerase	+	196	76.087	6	67	1	136	73	486	138	2	31	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
5101	Psittacula_krameri	Psittacula_krameri_5101	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01001434.1	76025	76318	294	eHBV-Avi.26-Psittaciformes	polymerase	+	128	75.581	3	41	145	230	4	261	86	0	21	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula
2092	Amazona_aestiva	Amazona_aestiva_2092	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	ORF	LMAW01002567.1	3132569	3133231	663	eHBV-Avi.26-Psittaciformes	polymerase	-	239	65.482	6	83	1	195	73	663	197	2	66	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
4835	Amazona_aestiva	Amazona_aestiva_4835	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	ORF	LMAW01003033.1	252240	252434	195	eHBV-Avi.26-Psittaciformes	polymerase	-	97	73.438	2	29	145	208	4	195	64	0	17	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
2102	Amazona_vittata	Amazona_vittata_2102	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	KB237619.1	21213	21584	372	eHBV-Avi.26-Psittaciformes	polymerase	-	145	67.742	1	47	14	135	1	372	124	2	38	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
4843	Amazona_vittata	Amazona_vittata_4843	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	KB257602.1	7397	8109	713	eHBV-Avi.26-Psittaciformes	polymerase	-	379	100	1	137	55	237	165	713	183	0	0	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
4290	Amazona_vittata	Amazona_vittata_4290	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	KB257234.1	324	737	414	eHBV-Avi.26-Psittaciformes	polymerase	-	194	73.913	2	66	1	136	1	414	138	2	34	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
2099	Amazona_vittata	Amazona_vittata_2099	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	KB258402.1	24884	25198	315	eHBV-Avi.26-Psittaciformes	polymerase	-	104	61.765	8	32	11	110	1	306	102	2	37	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
5223	Ara_macao	Ara_macao_5223	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	ORF	KE091996.1	3303	3722	420	eHBV-Avi.26-Psittaciformes	polymerase	+	188	74.101	4	64	1	136	4	420	139	3	33	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara
4870	Ara_macao	Ara_macao_4870	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	ORF	KE083073.1	3729	4007	279	eHBV-Avi.26-Psittaciformes	polymerase	+	168	87.097	5	57	138	230	1	279	93	0	12	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara
4830	Agapornis_roseicollis	Agapornis_roseicollis_4830	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	ORF	NDXB01001693.1	137171	137838	668	eHBV-Avi.26-Psittaciformes	polymerase	+	212	65.269	2	76	54	219	165	662	167	2	56	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis
4333	Ara_macao	Ara_macao_4333	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	ORF	KE101519.1	7377	7787	411	eHBV-Avi.26-Psittaciformes	polymerase	+	199	76.642	1	68	1	136	1	411	137	1	31	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara
2254	Melopsittacus_undulatus	Melopsittacus_undulatus_2254	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH556562	5453277	5453489	213	eHBV-Avi.26-Psittaciformes	polymerase	-	102	70.423	2	31	1	70	1	213	71	1	20	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus
5165	Amazona_aestiva	Amazona_aestiva_5165	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	ORF	LMAW01002945.1	1103758	1104243	486	eHBV-Avi.26-Psittaciformes	polymerase	-	186	72.662	5	63	1	136	70	486	139	3	35	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
4834	Amazona_aestiva	Amazona_aestiva_4834	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	ORF	LMAW01002739.1	29329	29559	231	eHBV-Avi.26-Psittaciformes	polymerase	-	156	97.403	9	53	144	220	1	231	77	0	2	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
4845	Amazona_vittata	Amazona_vittata_4845	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	AOCU01134977.1	183	377	195	eHBV-Avi.26-Psittaciformes	polymerase	-	97	76.562	2	29	145	208	4	195	64	0	15	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
2118	Amazona_vittata	Amazona_vittata_2118	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	KB256955.1	735	1121	387	eHBV-Avi.26-Psittaciformes	polymerase	+	121	70	4	38	1	98	70	369	100	2	28	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona
2600	Melopsittacus_undulatus	Melopsittacus_undulatus_2600	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH556580	2851542	2851955	414	eHBV-Avi.26-Psittaciformes	polymerase	+	181	70.29	2	61	1	135	1	414	138	3	38	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus
4828	Agapornis_roseicollis	Agapornis_roseicollis_4828	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	ORF	NDXB01013464.1	125415	126080	666	eHBV-Avi.26-Psittaciformes	polymerase	-	259	66.505	7	91	34	237	1	618	206	2	67	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis
4938	Melopsittacus_undulatus	Melopsittacus_undulatus_4938	eHBV-Avi.26-Psittaciformes	eHBV-Avi.26-Psittaciformes	Hepadnaviridae	Avihepadnavirus	NULL	26	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH556491	5117715	5117930	216	eHBV-Avi.26-Psittaciformes	polymerase	-	110	69.444	2	34	137	208	1	216	72	0	22	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus
4461	Nannopterum_brasilianus	Nannopterum_brasilianus_4461	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002956.1	12786	13091	306	eHBV-Avi.27-Suliformes	polymerase	-	130	82.353	2	43	2	103	1	306	102	0	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4464	Nannopterum_brasilianus	Nannopterum_brasilianus_4464	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000504.1	158381	158845	465	eHBV-Avi.27-Suliformes	polymerase	-	169	76.744	1	57	2	130	79	465	129	0	30	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4963	Nannopterum_brasilianus	Nannopterum_brasilianus_4963	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01023235.1	7040	7393	354	eHBV-Avi.27-Suliformes	polymerase	+	141	78.095	3	47	8	112	1	315	105	0	23	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4467	Nannopterum_brasilianus	Nannopterum_brasilianus_4467	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003564.1	59753	60097	345	eHBV-Avi.27-Suliformes	polymerase	-	156	80.18	3	53	2	112	1	333	111	0	22	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4469	Nannopterum_brasilianus	Nannopterum_brasilianus_4469	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01011051.1	19837	20151	315	eHBV-Avi.27-Suliformes	polymerase	-	142	83.81	6	48	1	105	1	315	105	0	17	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4975	Nannopterum_brasilianus	Nannopterum_brasilianus_4975	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001308.1	12755	13030	276	eHBV-Avi.27-Suliformes	polymerase	+	132	86.517	5	44	2	90	1	267	89	0	12	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5343	Nannopterum_brasilianus	Nannopterum_brasilianus_5343	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01006181.1	10798	11112	315	eHBV-Avi.27-Suliformes	polymerase	+	188	87.619	3	66	1	105	1	315	105	0	13	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4957	Nannopterum_brasilianus	Nannopterum_brasilianus_4957	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002649.1	4290	4601	312	eHBV-Avi.27-Suliformes	polymerase	+	196	95.192	3	69	2	105	1	312	104	0	5	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4474	Nannopterum_brasilianus	Nannopterum_brasilianus_4474	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000960.1	542457	542723	267	eHBV-Avi.27-Suliformes	polymerase	+	126	84.27	7	42	2	90	1	267	89	0	14	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5361	Nannopterum_brasilianus	Nannopterum_brasilianus_5361	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01020971.1	15498	15869	372	eHBV-Avi.27-Suliformes	polymerase	-	157	80.18	1	53	2	112	1	333	111	0	22	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
3925	Nannopterum_brasilianus	Nannopterum_brasilianus_3925	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004950.1	16465	16749	285	eHBV-Avi.27-Suliformes	polymerase	+	121	78.788	1	39	7	105	1	285	99	1	17	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4494	Nannopterum_brasilianus	Nannopterum_brasilianus_4494	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000766.1	1414903	1415214	312	eHBV-Avi.27-Suliformes	polymerase	+	135	81.731	3	45	2	105	1	312	104	0	19	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4495	Nannopterum_brasilianus	Nannopterum_brasilianus_4495	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000658.1	194827	195075	249	eHBV-Avi.27-Suliformes	polymerase	+	145	84.337	2	49	2	84	1	249	83	0	13	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5345	Nannopterum_brasilianus	Nannopterum_brasilianus_5345	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004976.1	5588	5914	327	eHBV-Avi.27-Suliformes	polymerase	-	164	83.486	2	56	2	110	1	327	109	0	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4479	Nannopterum_brasilianus	Nannopterum_brasilianus_4479	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004979.1	15546	15869	324	eHBV-Avi.27-Suliformes	polymerase	-	150	87	4	51	2	101	1	300	100	0	13	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
2660	Nannopterum_brasilianus	Nannopterum_brasilianus_2660	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01007744.1	4802	5095	294	eHBV-Avi.27-Suliformes	polymerase	-	154	75.51	7	53	8	105	1	294	98	0	24	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
3957	Nannopterum_brasilianus	Nannopterum_brasilianus_3957	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01011476.1	87785	88057	273	eHBV-Avi.27-Suliformes	polymerase	-	119	77.66	6	39	10	103	1	273	94	1	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
277	Nannopterum_brasilianus	Nannopterum_brasilianus_277	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01005507.1	14838	15026	189	eHBV-Avi.27-Suliformes	polymerase	-	114	93.333	1	37	17	76	1	180	60	0	4	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
278	Nannopterum_brasilianus	Nannopterum_brasilianus_278	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003564.1	57409	57633	225	eHBV-Avi.27-Suliformes	polymerase	-	105	84	7	34	7	81	1	225	75	0	12	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4477	Nannopterum_brasilianus	Nannopterum_brasilianus_4477	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01006698.1	94389	94700	312	eHBV-Avi.27-Suliformes	polymerase	-	174	82.692	2	60	2	105	1	312	104	0	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
280	Nannopterum_brasilianus	Nannopterum_brasilianus_280	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004844.1	116103	116291	189	eHBV-Avi.27-Suliformes	polymerase	+	107	80.952	1	34	7	69	1	189	63	0	12	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4970	Nannopterum_brasilianus	Nannopterum_brasilianus_4970	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000289.1	121534	121845	312	eHBV-Avi.27-Suliformes	polymerase	+	143	86.538	2	48	2	105	1	312	104	0	14	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
282	Nannopterum_brasilianus	Nannopterum_brasilianus_282	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01028195.1	1101	1289	189	eHBV-Avi.27-Suliformes	polymerase	-	92	88.889	2	28	7	69	1	189	63	0	7	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4959	Nannopterum_brasilianus	Nannopterum_brasilianus_4959	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01016494.1	9730	10008	279	eHBV-Avi.27-Suliformes	polymerase	+	159	84.444	1	54	1	90	1	270	90	0	14	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4485	Nannopterum_brasilianus	Nannopterum_brasilianus_4485	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01012080.1	22091	22378	288	eHBV-Avi.27-Suliformes	polymerase	-	112	80.851	5	36	8	101	1	282	94	0	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
286	Nannopterum_brasilianus	Nannopterum_brasilianus_286	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01010549.1	117561	117803	243	eHBV-Avi.27-Suliformes	polymerase	-	101	85.714	2	32	7	62	1	168	56	0	8	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
